temperature,precipitation_type,precipitation_intensity,wind_speed,visibility,humidity,dew_point,road_type,segment_distance_m,label,dataset_source
12.0,none,0.0,12.6,10.0,90.0,10.4,arterial,1000.0,0,boston_real
13.235,none,0.0,9.285,10.17,77.96,8.827,highway,221006.83,0,intercity_synth
13.8,none,0.0,10.9,10.0,57.0,5.4,arterial,1000.0,0,boston_real
14.71,none,0.87,16.77,8.909,91.716,13.053,highway,177403.65,0,intercity_synth
19.9,none,0.0,8.7,10.0,68.0,13.8,arterial,1000.0,1,boston_real
0.5,none,0.0,27.2,10.0,56.0,-7.3,arterial,1000.0,0,boston_real
9.4,none,0.0,4.9,10.0,39.0,-4.0,arterial,1000.0,0,boston_real
27.2,none,0.0,6.5,10.0,43.0,13.5,arterial,1000.0,0,boston_real
7.8,none,0.0,15.4,10.0,78.0,4.2,arterial,1000.0,0,boston_real
23.2,none,0.0,25.3,10.0,67.0,16.6,arterial,1000.0,0,boston_real
23.6,none,0.0,2.0,10.0,48.0,12.1,arterial,1000.0,0,boston_real
6.976,sleet,0.0,8.794,11.554,94.232,5.823,residential,168382.95,1,intercity_synth
12.6,none,0.0,5.1,10.0,97.0,12.2,arterial,1000.0,0,boston_real
1.9,none,0.0,16.4,10.0,55.0,-6.2,arterial,1000.0,0,boston_real
7.9,none,0.0,19.0,10.0,60.0,0.6,arterial,1000.0,1,boston_real
6.1,none,0.0,9.7,10.0,62.0,-0.6,arterial,1000.0,0,boston_real
17.708,none,0.0,16.389,9.863,20.0,1.708,highway,288703.03,1,intercity_synth
25.0,none,0.0,13.6,10.0,63.0,17.4,arterial,1000.0,1,boston_real
17.401,none,1.719,12.495,9.631,94.494,16.3,highway,176530.84,0,intercity_synth
10.1,none,0.0,8.7,10.0,61.0,2.9,arterial,1000.0,0,boston_real
21.9,none,0.0,8.2,10.0,75.0,17.2,arterial,1000.0,0,boston_real
20.4,rain,0.6,27.4,10.0,77.0,16.1,residential,1000.0,0,boston_real
9.1,none,0.0,23.4,10.0,62.0,2.2,arterial,1000.0,0,boston_real
-2.5,none,0.0,10.2,10.0,61.0,-9.1,arterial,1000.0,0,boston_real
2.8,none,0.0,10.9,10.0,66.0,-3.0,arterial,1000.0,1,boston_real
13.95,none,1.388,18.137,7.629,30.655,0.081,residential,29524.27,1,intercity_synth
6.2,rain,0.9,8.0,10.0,87.0,4.2,arterial,1000.0,1,boston_real
20.7,rain,0.2,6.4,10.0,100.0,20.7,arterial,1000.0,0,boston_real
26.6,none,0.0,17.7,10.0,62.0,18.7,arterial,1000.0,0,boston_real
-4.9,none,0.0,22.5,10.0,81.0,-7.7,arterial,1000.0,0,boston_real
10.9,rain,0.2,7.9,10.0,91.0,9.6,arterial,1000.0,0,boston_real
30.417,none,0.0,16.68,9.454,100.0,30.417,residential,231808.72,0,intercity_synth
-9.1,none,0.0,29.1,10.0,48.0,-18.0,arterial,1000.0,0,boston_real
10.0,none,0.0,25.0,10.0,39.0,-3.3,arterial,1000.0,0,boston_real
11.8,none,0.0,6.0,10.0,89.0,10.1,arterial,1000.0,0,boston_real
11.0,none,0.0,18.1,10.0,50.0,1.1,arterial,1000.0,0,boston_real
10.632,none,0.0,0.0,9.092,44.492,-0.469,arterial,428522.62,0,intercity_synth
12.511,none,0.0,11.821,8.811,20.0,-3.489,residential,259728.81,0,intercity_synth
1.6,none,0.0,23.3,10.0,56.0,-6.2,arterial,1000.0,0,boston_real
31.8,none,0.0,1.8,10.0,40.0,16.3,arterial,1000.0,1,boston_real
17.6,none,0.0,14.0,10.0,46.0,5.7,arterial,1000.0,1,boston_real
10.6,rain,5.9,11.9,10.0,96.0,10.0,arterial,1000.0,1,boston_real
13.892,none,0.918,9.608,11.184,79.471,9.786,highway,270254.24,1,intercity_synth
7.994,sleet,0.0,26.224,10.309,65.152,1.025,highway,6356.42,1,intercity_synth
23.5,none,0.0,0.4,10.0,33.0,6.4,arterial,1000.0,0,boston_real
-0.8,none,0.0,20.6,10.0,60.0,-7.6,arterial,1000.0,0,boston_real
11.8,none,0.0,7.2,10.0,96.0,11.1,arterial,1000.0,0,boston_real
2.7,rain,1.5,29.1,10.0,96.0,2.0,arterial,1000.0,0,boston_real
29.8,none,0.0,8.7,10.0,50.0,18.4,arterial,1000.0,0,boston_real
10.4,none,0.0,7.6,10.0,89.0,8.6,arterial,1000.0,0,boston_real
21.0,none,0.0,5.6,10.0,64.0,13.9,arterial,1000.0,0,boston_real
28.6,none,0.0,11.3,10.0,56.0,19.1,arterial,1000.0,0,boston_real
11.2,none,0.0,14.5,10.0,59.0,3.5,arterial,1000.0,0,boston_real
20.4,none,0.0,12.7,10.0,98.0,20.0,arterial,1000.0,0,boston_real
1.4,none,0.0,17.8,10.0,30.0,-14.3,arterial,1000.0,0,boston_real
18.0,none,0.0,15.9,10.0,60.0,10.2,arterial,1000.0,1,boston_real
8.153,none,0.258,21.324,9.478,96.148,7.383,residential,423845.41,0,intercity_synth
23.328,none,0.0,8.229,9.54,80.913,19.51,residential,379693.01,0,intercity_synth
13.384,none,1.801,10.518,10.123,88.338,11.051,residential,294022.32,0,intercity_synth
-3.8,none,0.0,18.1,10.0,54.0,-11.7,highway,1000.0,1,boston_real
30.6,none,0.0,3.8,10.0,40.0,15.6,arterial,1000.0,0,boston_real
7.3,none,0.0,11.6,10.0,51.0,-2.2,residential,1000.0,0,boston_real
19.7,none,0.0,11.2,10.0,79.0,16.0,arterial,1000.0,0,boston_real
-3.9,none,0.0,8.0,10.0,83.0,-6.4,arterial,1000.0,0,boston_real
19.8,none,0.0,10.9,10.0,68.0,13.8,arterial,1000.0,0,boston_real
20.8,none,0.0,11.9,10.0,58.0,12.1,arterial,1000.0,0,boston_real
16.6,none,0.0,11.1,10.0,80.0,13.2,arterial,1000.0,0,boston_real
11.8,rain,1.8,27.0,10.0,96.0,11.2,arterial,1000.0,0,boston_real
1.9,none,0.0,13.2,10.0,89.0,0.3,arterial,1000.0,1,boston_real
-1.6,none,0.0,14.3,10.0,55.0,-9.5,arterial,1000.0,0,boston_real
12.1,none,0.0,17.8,10.0,51.0,2.3,arterial,1000.0,1,boston_real
10.532,none,1.589,0.0,10.341,84.48,7.428,highway,463191.52,0,intercity_synth
10.4,none,0.0,15.2,10.0,67.0,4.5,arterial,1000.0,1,boston_real
11.8,none,0.0,11.4,10.0,54.0,2.8,residential,1000.0,0,boston_real
11.2,none,0.0,9.0,10.0,80.0,7.8,arterial,1000.0,0,boston_real
17.6,none,0.0,16.3,10.0,33.0,1.0,arterial,1000.0,0,boston_real
1.0,none,0.0,15.5,10.0,67.0,-4.4,arterial,1000.0,0,boston_real
21.8,none,0.0,14.0,10.0,51.0,11.1,arterial,1000.0,1,boston_real
17.614,none,0.0,15.87,10.484,88.579,15.33,highway,149682.82,0,intercity_synth
21.3,none,0.0,14.5,10.0,97.0,20.8,arterial,1000.0,0,boston_real
24.6,none,0.0,18.9,10.0,44.0,11.4,arterial,1000.0,0,boston_real
20.1,none,0.0,6.2,10.0,76.0,15.7,arterial,1000.0,1,boston_real
-0.63,snow,0.0,18.976,9.406,62.789,-8.073,residential,229308.85,1,intercity_synth
-3.2,none,0.0,15.6,10.0,59.0,-10.0,arterial,1000.0,0,boston_real
14.437,none,0.57,0.0,10.806,69.571,8.351,residential,91475.03,0,intercity_synth
10.331,none,1.303,6.654,7.866,93.323,8.996,residential,439326.21,0,intercity_synth
19.9,none,0.0,5.0,10.0,87.0,17.7,arterial,1000.0,0,boston_real
12.2,none,0.0,7.3,10.0,64.0,5.6,arterial,1000.0,0,boston_real
2.113,none,0.351,0.452,9.85,70.599,-3.767,arterial,531525.03,1,intercity_synth
9.939,none,0.577,12.265,8.372,33.156,-3.43,arterial,263675.95,0,intercity_synth
9.7,rain,0.4,6.2,10.0,98.0,9.4,arterial,1000.0,1,boston_real
8.6,none,0.0,13.6,10.0,72.0,3.8,arterial,1000.0,0,boston_real
2.8,none,0.0,7.6,10.0,82.0,0.1,arterial,1000.0,0,boston_real
27.1,rain,0.1,17.0,10.0,75.0,22.4,arterial,1000.0,0,boston_real
25.7,none,0.0,16.0,10.0,82.0,22.4,arterial,1000.0,0,boston_real
-4.2,none,0.0,11.5,10.0,63.0,-10.2,arterial,1000.0,0,boston_real
-5.3,none,0.0,10.7,10.0,86.0,-7.3,arterial,1000.0,0,boston_real
20.0,none,0.0,14.3,10.0,49.0,9.1,arterial,1000.0,1,boston_real
12.066,none,1.717,28.851,9.262,20.0,-3.934,residential,316852.52,1,intercity_synth
6.7,none,0.0,16.0,10.0,72.0,2.0,arterial,1000.0,0,boston_real
13.067,none,0.83,18.496,11.078,78.155,8.698,highway,301955.91,0,intercity_synth
21.9,rain,0.8,11.4,10.0,93.0,20.7,arterial,1000.0,0,boston_real
1.7,none,0.0,20.6,10.0,72.0,-2.8,arterial,1000.0,0,boston_real
9.305,none,0.0,2.195,8.592,75.015,4.308,highway,95499.04,0,intercity_synth
9.0,none,0.0,16.8,10.0,53.0,0.0,arterial,1000.0,0,boston_real
12.617,rain,0.0,6.727,12.626,85.479,9.713,residential,91475.03,0,intercity_synth
2.5,none,0.0,25.8,10.0,72.0,-2.2,arterial,1000.0,0,boston_real
23.5,none,0.0,9.5,10.0,91.0,21.9,arterial,1000.0,0,boston_real
1.1,none,0.0,21.8,10.0,66.0,-4.6,arterial,1000.0,0,boston_real
15.9,none,0.0,18.8,10.0,86.0,13.5,arterial,1000.0,1,boston_real
20.0,none,0.0,14.1,10.0,72.0,14.9,highway,1000.0,1,boston_real
17.9,none,0.0,10.9,10.0,48.0,6.7,arterial,1000.0,0,boston_real
21.8,none,0.0,16.7,10.0,62.0,14.1,highway,1000.0,1,boston_real
-1.0,none,0.0,20.2,10.0,75.0,-4.8,arterial,1000.0,0,boston_real
22.2,none,0.0,14.6,10.0,82.0,19.0,arterial,1000.0,0,boston_real
13.9,none,0.0,5.4,10.0,92.0,12.7,arterial,1000.0,0,boston_real
11.4,none,0.0,5.5,10.0,98.0,11.1,arterial,1000.0,0,boston_real
19.5,none,0.0,14.8,10.0,64.0,12.4,arterial,1000.0,0,boston_real
-0.9,none,0.0,5.9,10.0,83.0,-3.5,arterial,1000.0,0,boston_real
-8.2,none,0.0,2.5,10.0,30.0,-22.6,arterial,1000.0,1,boston_real
10.862,none,1.891,9.344,10.962,84.431,7.748,highway,348497.41,1,intercity_synth
20.4,none,0.0,7.6,10.0,89.0,18.5,highway,1000.0,0,boston_real
0.6,none,0.0,5.1,10.0,73.0,-3.8,arterial,1000.0,0,boston_real
9.9,none,0.0,10.4,10.0,75.0,5.7,arterial,1000.0,0,boston_real
11.6,none,0.0,25.4,10.0,34.0,-3.8,arterial,1000.0,0,boston_real
18.1,none,0.0,12.7,10.0,66.0,11.8,arterial,1000.0,1,boston_real
-5.2,none,0.0,19.9,10.0,49.0,-14.4,arterial,1000.0,1,boston_real
3.4,none,0.0,10.5,10.0,96.0,2.8,arterial,1000.0,1,boston_real
3.0,none,0.0,6.4,10.0,64.0,-3.1,arterial,1000.0,1,boston_real
7.2,none,0.0,15.8,10.0,69.0,2.0,arterial,1000.0,0,boston_real
7.7,none,0.0,14.5,10.0,93.0,6.7,arterial,1000.0,1,boston_real
20.3,none,0.0,23.2,10.0,64.0,13.4,arterial,1000.0,0,boston_real
19.6,none,0.0,20.3,10.0,64.0,12.7,arterial,1000.0,0,boston_real
25.8,none,0.0,11.3,10.0,86.0,23.3,arterial,1000.0,0,boston_real
25.1,none,0.0,16.8,10.0,89.0,23.1,arterial,1000.0,0,boston_real
28.8,none,0.0,17.1,10.0,29.0,8.9,arterial,1000.0,0,boston_real
18.9,none,0.0,6.7,10.0,95.0,18.1,arterial,1000.0,0,boston_real
-5.7,none,0.0,30.8,10.0,54.0,-13.5,arterial,1000.0,0,boston_real
2.4,none,0.0,9.4,10.0,99.0,2.2,arterial,1000.0,1,boston_real
6.9,none,0.0,14.8,10.0,68.0,1.4,arterial,1000.0,0,boston_real
16.5,none,0.0,6.2,10.0,75.0,12.1,arterial,1000.0,0,boston_real
-3.1,none,0.0,19.0,10.0,50.0,-12.1,arterial,1000.0,0,boston_real
2.0,none,0.0,4.9,10.0,84.0,-0.4,arterial,1000.0,1,boston_real
19.0,none,0.0,7.9,10.0,94.0,18.0,highway,1000.0,0,boston_real
11.8,none,0.0,15.6,10.0,97.0,11.4,arterial,1000.0,0,boston_real
2.4,none,0.0,9.0,10.0,77.0,-1.3,arterial,1000.0,0,boston_real
28.2,none,0.0,16.8,10.0,41.0,13.6,arterial,1000.0,0,boston_real
-3.5,none,0.0,3.4,10.0,32.0,-17.7,arterial,1000.0,0,boston_real
20.4,rain,0.6,18.2,10.0,91.0,18.9,arterial,1000.0,1,boston_real
20.6,rain,0.1,9.3,10.0,76.0,16.3,arterial,1000.0,0,boston_real
13.8,rain,1.0,22.1,10.0,92.0,12.5,arterial,1000.0,0,boston_real
22.7,none,0.0,12.2,10.0,78.0,18.7,arterial,1000.0,0,boston_real
-0.4,none,0.0,5.3,10.0,93.0,-1.4,arterial,1000.0,0,boston_real
6.2,none,0.0,6.1,10.0,99.0,6.1,arterial,1000.0,1,boston_real
14.1,rain,1.4,4.3,10.0,98.0,13.8,arterial,1000.0,0,boston_real
27.3,none,0.0,12.7,10.0,45.0,14.4,arterial,1000.0,1,boston_real
24.1,none,0.0,11.4,10.0,67.0,17.6,arterial,1000.0,0,boston_real
14.9,none,0.0,7.7,10.0,83.0,12.0,arterial,1000.0,1,boston_real
4.5,rain,0.1,13.1,10.0,85.0,2.2,arterial,1000.0,1,boston_real
4.4,rain,0.3,23.7,10.0,92.0,3.2,arterial,1000.0,0,boston_real
19.8,none,0.0,11.3,10.0,56.0,10.7,highway,1000.0,1,boston_real
13.1,rain,0.2,11.5,10.0,80.0,9.7,arterial,1000.0,0,boston_real
14.7,none,0.0,14.5,10.0,82.0,11.7,arterial,1000.0,0,boston_real
6.2,none,0.0,14.6,10.0,66.0,0.4,highway,1000.0,0,boston_real
17.6,none,0.0,10.8,10.0,98.0,17.2,arterial,1000.0,0,boston_real
17.9,none,0.0,12.6,10.0,69.0,12.1,arterial,1000.0,0,boston_real
17.0,rain,0.9,18.3,10.0,91.0,15.6,arterial,1000.0,0,boston_real
10.7,none,0.0,17.7,10.0,71.0,5.6,arterial,1000.0,0,boston_real
-4.2,none,0.0,24.3,10.0,63.0,-10.3,arterial,1000.0,0,boston_real
-11.749,none,0.0,2.578,8.947,66.161,-18.517,residential,65592.8,1,intercity_synth
21.8,none,0.0,17.1,10.0,90.0,20.0,arterial,1000.0,1,boston_real
11.8,none,0.0,15.5,10.0,74.0,7.3,arterial,1000.0,1,boston_real
22.6,none,0.0,1.6,10.0,95.0,21.8,arterial,1000.0,0,boston_real
29.9,none,0.0,15.9,10.0,41.0,15.2,arterial,1000.0,0,boston_real
-20.8,none,0.0,9.6,10.0,68.0,-25.1,arterial,1000.0,0,boston_real
12.598,none,0.545,8.11,9.71,100.0,12.598,arterial,208923.13,0,intercity_synth
4.288,none,0.632,4.385,10.188,57.746,-4.163,arterial,550200.01,0,intercity_synth
9.639,none,0.609,12.354,8.662,52.344,0.108,residential,22868.65,0,intercity_synth
10.0,none,0.0,15.1,10.0,90.0,8.4,arterial,1000.0,1,boston_real
18.3,none,0.0,24.7,10.0,46.0,6.4,arterial,1000.0,1,boston_real
7.7,none,0.0,9.9,10.0,52.0,-1.5,arterial,1000.0,1,boston_real
11.3,none,0.0,21.0,10.0,91.0,9.9,residential,1000.0,0,boston_real
7.7,none,0.0,11.5,10.0,31.0,-8.2,arterial,1000.0,0,boston_real
20.8,none,0.0,6.2,10.0,100.0,20.8,arterial,1000.0,0,boston_real
8.545,none,0.0,5.324,10.295,85.89,5.723,arterial,325170.53,1,intercity_synth
-1.7,none,0.0,12.9,10.0,71.0,-6.3,residential,1000.0,0,boston_real
-3.0,none,0.0,7.8,10.0,79.0,-6.2,arterial,1000.0,0,boston_real
3.2,none,0.0,9.7,10.0,84.0,0.7,arterial,1000.0,0,boston_real
1.9,none,0.0,10.9,10.0,79.0,-1.4,arterial,1000.0,0,boston_real
11.7,none,0.0,25.4,10.0,67.0,5.7,arterial,1000.0,0,boston_real
12.4,none,0.0,8.7,10.0,77.0,8.4,arterial,1000.0,1,boston_real
10.244,none,0.0,19.406,11.19,61.477,2.54,arterial,463861.5,0,intercity_synth
8.0,none,0.0,22.9,10.0,76.0,4.1,arterial,1000.0,0,boston_real
9.618,none,1.875,4.947,10.51,20.355,-6.311,arterial,297701.86,0,intercity_synth
1.9,none,0.0,13.0,10.0,63.0,-4.3,arterial,1000.0,0,boston_real
17.5,rain,1.9,18.8,10.0,93.0,16.4,arterial,1000.0,1,boston_real
17.3,none,0.0,7.1,10.0,86.0,14.9,arterial,1000.0,0,boston_real
3.3,none,0.0,20.9,10.0,47.0,-6.8,arterial,1000.0,0,boston_real
16.5,none,0.0,5.8,10.0,97.0,16.0,arterial,1000.0,0,boston_real
5.686,none,0.0,5.863,11.861,55.391,-3.236,highway,427642.14,0,intercity_synth
15.0,rain,3.7,2.1,10.0,90.0,13.4,arterial,1000.0,0,boston_real
-0.074,none,0.0,0.0,10.008,80.375,-3.999,residential,114893.87,1,intercity_synth
1.0,none,0.0,18.9,10.0,90.0,-0.4,arterial,1000.0,0,boston_real
6.2,none,0.0,6.5,10.0,97.0,5.7,arterial,1000.0,0,boston_real
3.7,none,0.0,17.4,10.0,40.0,-8.9,arterial,1000.0,1,boston_real
16.9,none,0.0,5.1,10.0,88.0,14.9,arterial,1000.0,1,boston_real
20.6,rain,0.7,17.2,10.0,86.0,18.2,arterial,1000.0,1,boston_real
4.7,none,0.0,18.4,10.0,64.0,-1.5,arterial,1000.0,0,boston_real
23.6,none,0.0,20.9,10.0,93.0,22.5,arterial,1000.0,0,boston_real
14.1,rain,3.4,15.0,10.0,91.0,12.7,arterial,1000.0,1,boston_real
3.4,none,0.0,25.5,10.0,33.0,-11.2,arterial,1000.0,0,boston_real
8.053,none,0.0,0.0,11.687,90.594,6.172,arterial,102963.75,0,intercity_synth
23.6,none,0.0,24.4,10.0,87.0,21.4,arterial,1000.0,0,boston_real
5.3,none,0.0,12.7,10.0,78.0,1.7,arterial,1000.0,0,boston_real
7.9,rain,0.3,21.9,10.0,93.0,6.8,arterial,1000.0,0,boston_real
27.9,none,0.0,10.5,10.0,56.0,18.4,arterial,1000.0,0,boston_real
5.2,none,0.0,14.8,10.0,52.0,-3.9,arterial,1000.0,1,boston_real
18.0,none,0.0,21.3,10.0,76.0,13.8,arterial,1000.0,0,boston_real
19.0,none,0.0,22.5,10.0,65.0,12.4,arterial,1000.0,1,boston_real
-10.1,none,0.0,13.8,10.0,35.0,-22.9,arterial,1000.0,0,boston_real
13.241,none,0.307,3.948,10.839,85.057,10.252,residential,57.82,0,intercity_synth
21.5,none,0.0,4.0,10.0,99.0,21.2,arterial,1000.0,1,boston_real
16.5,none,0.0,9.7,10.0,90.0,14.9,arterial,1000.0,0,boston_real
16.2,none,0.0,18.8,10.0,77.0,12.2,arterial,1000.0,1,boston_real
-1.2,none,0.0,12.5,10.0,64.0,-7.2,arterial,1000.0,0,boston_real
19.4,none,0.0,25.6,10.0,38.0,4.8,arterial,1000.0,1,boston_real
7.246,none,0.0,23.876,10.607,94.375,6.121,residential,179896.13,0,intercity_synth
22.6,none,0.0,5.5,10.0,89.0,20.8,highway,1000.0,0,boston_real
0.7,rain,2.1,8.7,10.0,98.0,0.4,arterial,1000.0,0,boston_real
16.1,none,0.0,7.3,10.0,89.0,14.3,arterial,1000.0,1,boston_real
-2.4,none,0.0,18.6,10.0,70.0,-7.1,arterial,1000.0,0,boston_real
14.2,none,0.0,20.0,10.0,72.0,9.1,arterial,1000.0,0,boston_real
0.8,none,0.0,22.5,10.0,63.0,-5.4,arterial,1000.0,1,boston_real
7.1,none,0.0,15.8,10.0,54.0,-1.6,arterial,1000.0,0,boston_real
20.6,rain,1.3,25.3,10.0,98.0,20.2,arterial,1000.0,0,boston_real
22.1,none,0.0,11.1,10.0,68.0,15.9,arterial,1000.0,0,boston_real
6.6,none,0.0,13.4,10.0,55.0,-1.8,arterial,1000.0,0,boston_real
14.677,none,0.0,21.001,9.803,83.31,11.339,highway,92158.43,0,intercity_synth
20.3,none,0.0,13.8,10.0,97.0,19.8,arterial,1000.0,1,boston_real
19.0,none,0.0,6.7,10.0,93.0,17.8,arterial,1000.0,0,boston_real
-6.3,none,0.0,10.6,10.0,52.0,-14.4,arterial,1000.0,1,boston_real
3.4,rain,0.9,29.2,10.0,76.0,-0.4,arterial,1000.0,0,boston_real
-3.648,none,0.164,24.971,7.45,60.669,-11.515,arterial,126187.05,1,intercity_synth
10.1,none,0.0,25.0,10.0,61.0,2.9,arterial,1000.0,0,boston_real
17.2,none,0.0,8.9,10.0,48.0,6.2,arterial,1000.0,0,boston_real
8.9,none,0.0,20.9,10.0,56.0,0.6,arterial,1000.0,0,boston_real
19.9,none,0.0,19.4,10.0,77.0,15.6,arterial,1000.0,1,boston_real
8.6,none,0.0,16.3,10.0,50.0,-1.4,arterial,1000.0,0,boston_real
11.495,none,0.0,0.0,9.82,58.097,3.114,arterial,29399.0,0,intercity_synth
4.0,none,0.0,11.6,10.0,92.0,2.8,arterial,1000.0,0,boston_real
16.6,rain,16.9,33.9,10.0,98.0,16.2,arterial,1000.0,0,boston_real
11.1,none,0.0,8.2,10.0,76.0,6.9,arterial,1000.0,0,boston_real
10.1,none,0.0,11.1,10.0,43.0,-2.0,arterial,1000.0,0,boston_real
16.2,none,0.0,6.0,10.0,97.0,15.9,residential,1000.0,0,boston_real
21.5,none,0.0,14.9,10.0,96.0,20.8,arterial,1000.0,0,boston_real
7.9,none,0.0,6.0,10.0,46.0,-3.1,arterial,1000.0,0,boston_real
14.3,none,0.0,8.3,10.0,34.0,-1.5,arterial,1000.0,0,boston_real
22.8,none,0.0,8.2,10.0,57.0,13.8,arterial,1000.0,0,boston_real
5.9,none,0.0,11.3,10.0,80.0,2.7,arterial,1000.0,1,boston_real
6.1,rain,1.0,3.8,10.0,99.0,5.9,arterial,1000.0,1,boston_real
17.952,rain,3.508,4.628,10.219,95.558,17.064,arterial,242.94,0,intercity_synth
12.1,none,0.0,4.7,10.0,94.0,11.2,arterial,1000.0,0,boston_real
5.8,none,0.0,11.9,10.0,51.0,-3.5,arterial,1000.0,1,boston_real
0.8,none,0.0,2.4,10.0,39.0,-11.5,arterial,1000.0,0,boston_real
13.4,none,0.0,9.1,10.0,61.0,6.2,arterial,1000.0,1,boston_real
-0.2,none,0.0,11.9,10.0,64.0,-6.3,arterial,1000.0,0,boston_real
-4.3,none,0.0,12.8,10.0,66.0,-9.8,arterial,1000.0,1,boston_real
14.1,none,0.0,12.6,10.0,82.0,11.1,arterial,1000.0,0,boston_real
13.9,rain,0.2,3.5,10.0,97.0,13.5,arterial,1000.0,0,boston_real
11.266,none,1.608,1.195,10.119,61.63,3.592,residential,372493.72,0,intercity_synth
14.6,none,0.0,14.2,10.0,51.0,4.7,arterial,1000.0,0,boston_real
22.2,none,0.0,12.1,10.0,49.0,10.9,arterial,1000.0,1,boston_real
21.4,none,0.0,11.4,10.0,72.0,16.0,arterial,1000.0,0,boston_real
2.2,none,0.0,23.9,10.0,38.0,-10.7,arterial,1000.0,0,boston_real
19.9,none,0.0,20.6,10.0,58.0,11.2,arterial,1000.0,0,boston_real
17.6,none,0.0,3.6,10.0,99.0,17.5,arterial,1000.0,0,boston_real
22.2,none,0.0,9.4,10.0,46.0,9.9,arterial,1000.0,0,boston_real
24.1,none,0.0,14.9,10.0,82.0,20.8,arterial,1000.0,0,boston_real
5.7,none,0.0,6.8,10.0,88.0,3.8,arterial,1000.0,0,boston_real
21.0,none,0.0,18.9,10.0,76.0,16.5,arterial,1000.0,0,boston_real
-5.2,none,0.0,14.5,10.0,81.0,-7.9,highway,1000.0,0,boston_real
26.1,none,0.0,7.2,10.0,38.0,10.8,arterial,1000.0,0,boston_real
19.1,none,0.0,13.5,10.0,93.0,18.0,arterial,1000.0,0,boston_real
11.846,none,0.678,15.932,11.433,81.867,8.219,arterial,436783.96,0,intercity_synth
17.8,none,0.0,20.9,10.0,76.0,13.4,arterial,1000.0,0,boston_real
7.108,none,0.247,27.687,9.436,52.782,-2.336,highway,330204.84,0,intercity_synth
-0.6,none,0.0,12.4,10.0,83.0,-3.2,arterial,1000.0,0,boston_real
22.7,none,0.0,24.0,10.0,56.0,13.3,arterial,1000.0,0,boston_real
21.9,none,0.0,17.9,10.0,87.0,19.6,arterial,1000.0,0,boston_real
3.624,none,0.0,11.871,7.369,100.0,3.624,arterial,721121.03,0,intercity_synth
2.7,rain,0.5,31.1,10.0,82.0,0.0,arterial,1000.0,0,boston_real
4.1,none,0.0,8.9,10.0,78.0,0.6,arterial,1000.0,1,boston_real
10.15,none,0.0,0.0,9.648,96.802,9.51,arterial,302974.33,0,intercity_synth
18.5,none,0.0,3.4,10.0,71.0,13.1,arterial,1000.0,0,boston_real
6.4,none,0.0,16.9,10.0,89.0,4.7,arterial,1000.0,0,boston_real
17.834,none,0.0,11.92,10.534,98.943,17.623,highway,409450.43,0,intercity_synth
11.993,none,0.838,10.614,9.147,58.182,3.629,highway,181976.03,0,intercity_synth
11.6,rain,0.5,32.1,10.0,89.0,9.9,arterial,1000.0,0,boston_real
-3.5,none,0.0,7.4,10.0,66.0,-8.8,arterial,1000.0,0,boston_real
2.3,none,0.0,20.8,10.0,56.0,-5.6,arterial,1000.0,0,boston_real
20.192,none,0.484,6.777,10.489,20.0,4.192,highway,31502.74,0,intercity_synth
21.5,none,0.0,21.7,10.0,76.0,17.1,arterial,1000.0,1,boston_real
1.9,rain,0.3,9.0,10.0,92.0,0.8,arterial,1000.0,1,boston_real
0.7,snow,2.1,3.3,10.0,83.0,-1.8,arterial,1000.0,0,boston_real
18.2,none,0.0,6.4,10.0,94.0,17.3,arterial,1000.0,0,boston_real
12.401,none,0.0,7.386,8.251,88.67,10.135,highway,454015.08,0,intercity_synth
8.312,none,0.106,11.631,8.647,100.0,8.312,highway,432279.86,1,intercity_synth
5.4,none,0.0,13.2,10.0,85.0,3.1,arterial,1000.0,0,boston_real
4.7,rain,1.1,16.6,10.0,98.0,4.4,arterial,1000.0,0,boston_real
5.4,rain,0.5,17.5,10.0,87.0,3.3,arterial,1000.0,0,boston_real
12.8,none,0.0,10.2,10.0,90.0,11.2,arterial,1000.0,0,boston_real
15.4,rain,0.7,27.5,10.0,93.0,14.2,arterial,1000.0,0,boston_real
10.6,none,0.0,2.8,10.0,99.0,10.4,arterial,1000.0,1,boston_real
-2.2,none,0.0,10.9,10.0,82.0,-4.9,arterial,1000.0,0,boston_real
18.1,none,0.0,6.5,10.0,82.0,15.0,arterial,1000.0,0,boston_real
16.4,none,0.0,16.3,10.0,58.0,8.1,arterial,1000.0,0,boston_real
0.0,none,0.0,8.2,10.0,53.0,-8.4,arterial,1000.0,1,boston_real
5.4,none,0.0,18.6,10.0,40.0,-7.0,arterial,1000.0,1,boston_real
2.2,snow,1.4,25.6,10.0,70.0,-2.7,arterial,1000.0,0,boston_real
7.2,none,0.0,22.7,10.0,55.0,-1.3,arterial,1000.0,0,boston_real
7.794,none,1.395,14.262,8.612,58.492,-0.507,residential,29727.28,1,intercity_synth
10.5,none,0.0,8.1,10.0,79.0,7.1,arterial,1000.0,0,boston_real
14.4,none,0.0,11.6,10.0,93.0,13.2,arterial,1000.0,1,boston_real
31.4,none,0.0,21.4,10.0,39.0,15.9,arterial,1000.0,1,boston_real
18.2,none,0.0,15.5,10.0,80.0,14.6,arterial,1000.0,0,boston_real
16.1,none,0.0,28.1,10.0,72.0,11.2,arterial,1000.0,1,boston_real
